Service,Age,CustomerSince,Customer Gender,Region,SupportCallsLastYear,AverageBill,ChurnIndicator,Satisfaction Score,,
4G,25,9/7/2014 10:27,F,Central,1,51,0.01,5,,
landline,31,9/7/2014 10:27,F,North,6,72,0.01,8,,
4G,47,9/7/2014 10:27,M,North,2,104,0.01,8,,
phone,29,9/7/2014 10:27,F,Central,1,68,0.01,6,,
4G,25,9/7/2014 10:27,F,North,0,48,0.01,7,,
4G,18,9/8/2014 10:27,F,South,0,42,0.01,3,,
phone,39,9/8/2014 10:27,F,Central,1,89,0.00,8,,
4G,46,9/8/2014 10:27,M,Central,0,54,0.00,7,,
phone,62,9/8/2014 10:27,M,North,1,102,0.00,6,,
fiber,34,9/8/2014 10:27,M,North,0,108,0.00,5,,
landline,78,9/8/2014 10:27,M,North,2,99,0.00,3,,
4G,44,9/9/2014 10:27,F,North,1,96,0.03,6,,
4G,33,9/9/2014 10:27,M,South,0,73,0.01,5,,
fiber,57,9/9/2014 10:27,F,Central,0,54,0.01,7,,
4G,23,9/9/2014 10:27,M,Central,0,46,0.01,5,,
phone,56,9/10/2014 10:27,M,North,4,76,0.04,6,,
fiber,34,9/10/2014 10:27,F,Central,5,53,0.04,4,,
phone,65,9/10/2014 10:27,M,South,7,45,0.03,5,,
fiber,34,9/10/2014 10:27,F,North,3,50,0.03,6,,
phone,61,9/10/2014 10:27,M,Central,1,54,0.01,4,,
4G,67,9/10/2014 10:27,F,South,1,105,0.01,5,,
phone,51,9/10/2014 10:27,F,North,1,94,0.00,8,,
phone,23,9/10/2014 10:27,F,North,1,109,0.00,10,,
phone,75,9/10/2014 10:27,M,North,0,82,0.00,2,,
fiber,22,9/11/2014 10:27,F,Central,6,42,0.05,8,,
4G,65,9/11/2014 10:27,F,Central,1,48,0.03,5,,
phone,35,9/11/2014 10:27,M,Central,4,82,0.01,3,,
4G,57,9/11/2014 10:27,F,Central,3,101,0.01,6,,
fiber,52,9/11/2014 10:27,M,Central,1,80,0.01,4,,
phone,62,9/11/2014 10:27,F,Central,0,118,0.01,3,,
phone,59,9/11/2014 10:27,F,South,2,80,0.01,3,,
phone,64,9/11/2014 10:27,M,South,0,73,0.88,2,,
fiber,56,9/12/2014 10:27,M,South,0,117,0.02,4,,
landline,33,9/12/2014 10:27,M,South,1,90,0.78,2,,
phone,53,9/13/2014 10:27,F,South,7,42,0.05,4,,
phone,80,9/13/2014 10:27,F,South,0,31,0.01,3,,
phone,57,9/13/2014 10:27,M,North,0,41,0.00,3,,
4G,57,9/14/2014 10:27,F,Central,1,44,0.01,6,,
phone,24,9/14/2014 10:27,F,North,1,77,0.00,8,,
fiber,25,9/14/2014 10:27,F,Central,0,100,0.00,6,,
4G,42,9/15/2014 10:27,M,Central,10,108,0.02,5,,
landline,46,9/15/2014 10:27,F,North,3,31,0.02,9,,
fiber,34,9/15/2014 10:27,F,Central,0,40,0.02,9,,
phone,59,9/15/2014 10:27,F,South,0,85,0.79,2,,
phone,18,9/16/2014 10:27,F,Central,3,55,0.01,4,,
4G,75,9/16/2014 10:27,M,North,0,31,0.01,3,,
phone,48,9/16/2014 10:27,M,North,1,48,0.01,4,,
fiber,35,9/16/2014 10:27,M,Central,0,62,0.01,6,,
phone,66,9/16/2014 10:27,M,Central,2,105,0.00,4,,
landline,30,9/16/2014 10:27,M,South,0,98,0.00,7,,
phone,47,9/17/2014 10:27,M,Central,4,31,0.03,7,,
landline,45,9/17/2014 10:27,M,North,1,39,0.01,9,,
fiber,55,9/17/2014 10:27,F,South,0,83,0.00,3,,
phone,34,9/18/2014 10:27,M,Central,5,65,0.01,7,,
4G,21,9/18/2014 10:27,F,North,0,31,0.01,8,,
4G,47,9/18/2014 10:27,F,Central,4,105,0.01,7,,
4G,52,9/18/2014 10:27,F,Central,0,70,0.01,9,,
phone,73,9/18/2014 10:27,F,North,2,47,0.01,9,,
4G,76,9/18/2014 10:27,M,South,0,68,0.01,5,,
phone,25,9/18/2014 10:27,F,North,1,107,0.00,10,,
fiber,59,9/18/2014 10:27,M,North,0,102,0.85,2,,
fiber,54,9/18/2014 10:27,F,North,0,107,0.00,10,,
phone,65,9/18/2014 10:27,M,North,0,105,0.00,7,,
4G,41,9/19/2014 10:27,M,Central,2,61,0.01,6,,
4G,49,9/19/2014 10:27,M,South,0,88,0.01,7,,
landline,70,9/19/2014 10:27,M,Central,0,73,0.00,3,,
4G,79,9/20/2014 10:27,F,Central,0,63,0.00,6,,
landline,69,9/20/2014 10:27,F,Central,0,93,0.00,3,,
landline,41,9/20/2014 10:27,F,Central,0,74,0.00,6,,
4G,23,9/21/2014 10:27,F,South,9,107,0.02,3,,
4G,79,9/21/2014 10:27,F,Central,0,76,0.01,4,,
phone,26,9/21/2014 10:27,F,North,7,110,0.01,9,,
phone,33,9/21/2014 10:27,F,North,1,72,0.00,9,,
landline,46,9/21/2014 10:27,F,North,0,41,0.00,5,,
phone,36,9/21/2014 10:27,F,Central,0,63,0.00,7,,
landline,65,9/21/2014 10:27,M,Central,0,95,0.00,6,,
4G,67,9/22/2014 10:27,M,Central,9,35,0.08,4,,
fiber,60,9/22/2014 10:27,M,Central,1,52,0.01,5,,
4G,38,9/22/2014 10:27,F,North,0,112,0.01,6,,
phone,42,9/22/2014 10:27,M,South,1,44,0.01,3,,
phone,26,9/22/2014 10:27,M,Central,0,68,0.01,5,,
4G,51,9/22/2014 10:27,M,Central,0,48,0.01,5,,
fiber,54,9/22/2014 10:27,M,Central,0,74,0.00,6,,
phone,21,9/22/2014 10:27,F,Central,0,57,0.00,7,,
phone,25,9/23/2014 10:27,F,Central,3,38,0.02,9,,
4G,22,9/23/2014 10:27,F,Central,5,98,0.01,4,,
phone,20,9/23/2014 10:27,M,Central,2,35,0.01,4,,
fiber,51,9/23/2014 10:27,F,Central,0,47,0.01,5,,
phone,63,9/23/2014 10:27,M,Central,0,39,0.01,4,,
phone,26,9/23/2014 10:27,F,South,0,114,0.01,3,,
4G,54,9/24/2014 10:27,M,North,0,71,0.00,8,,
phone,65,9/24/2014 10:27,M,South,0,73,0.00,6,,
phone,36,9/25/2014 10:27,F,Central,8,53,0.05,4,,
phone,24,9/25/2014 10:27,F,North,8,67,0.02,8,,
phone,68,9/25/2014 10:27,M,South,5,61,0.02,3,,
4G,43,9/25/2014 10:27,M,Central,0,88,0.00,6,,
4G,65,9/26/2014 10:27,F,Central,4,36,0.03,9,,
4G,59,9/26/2014 10:27,M,North,4,60,0.02,5,,
landline,53,9/26/2014 10:27,M,Central,1,84,0.00,5,,
phone,25,9/26/2014 10:27,F,South,0,85,0.00,3,,
fiber,34,9/27/2014 10:27,M,Central,0,51,0.01,5,,
phone,27,9/27/2014 10:27,M,South,1,57,0.01,9,,
phone,31,9/27/2014 10:27,F,Central,2,56,0.01,4,,
landline,68,9/27/2014 10:27,F,Central,1,98,0.00,4,,
fiber,76,9/28/2014 10:27,F,Central,2,97,0.01,4,,
phone,49,9/28/2014 10:27,M,Central,0,85,0.00,7,,
fiber,53,9/29/2014 10:27,M,North,6,98,0.18,3,,
fiber,27,9/29/2014 10:27,F,Central,2,109,0.01,6,,
phone,43,9/29/2014 10:27,F,North,0,97,0.00,9,,
4G,75,9/30/2014 10:27,F,Central,4,52,0.02,8,,
fiber,68,9/30/2014 10:27,F,Central,0,42,0.01,4,,
4G,35,9/30/2014 10:27,M,Central,1,83,0.01,5,,
landline,70,9/30/2014 10:27,M,South,2,109,0.00,5,,
phone,64,10/1/2014 10:27,M,North,4,89,0.85,2,,
fiber,51,10/1/2014 10:27,F,Central,0,97,0.02,5,,
landline,74,10/1/2014 10:27,F,North,1,43,0.01,6,,
4G,35,10/1/2014 10:27,F,Central,1,41,0.01,4,,
4G,79,10/1/2014 10:27,F,South,1,41,0.01,5,,
fiber,78,10/1/2014 10:27,M,Central,0,79,0.00,3,,
landline,70,10/1/2014 10:27,F,Central,4,110,0.00,8,,
phone,69,10/1/2014 10:27,F,Central,0,90,0.00,4,,
4G,31,10/1/2014 10:27,F,Central,0,110,0.00,6,,
phone,27,10/2/2014 10:27,F,North,10,111,0.06,3,,
landline,55,10/2/2014 10:27,F,North,0,42,0.00,10,,
phone,28,10/2/2014 10:27,M,South,0,77,0.00,3,,
fiber,44,10/3/2014 10:27,M,Central,1,75,0.01,7,,
fiber,18,10/3/2014 10:27,M,South,1,80,0.01,5,,
landline,41,10/3/2014 10:27,M,Central,0,88,0.00,6,,
phone,52,10/4/2014 10:27,F,Central,4,72,0.01,4,,
phone,54,10/4/2014 10:27,F,North,0,50,0.01,9,,
fiber,23,10/4/2014 10:27,M,Central,0,34,0.01,3,,
landline,18,10/4/2014 10:27,M,North,0,106,0.96,2,,
fiber,35,10/5/2014 10:27,M,Central,4,73,0.02,7,,
landline,73,10/5/2014 10:27,F,Central,7,103,0.01,8,,
landline,35,10/5/2014 10:27,F,North,1,94,0.00,7,,
phone,35,10/6/2014 10:27,F,Central,8,60,0.08,5,,
phone,79,10/6/2014 10:27,F,South,8,83,0.02,8,,
phone,22,10/6/2014 10:27,M,Central,1,37,0.01,3,,
phone,40,10/6/2014 10:27,M,North,0,94,0.00,5,,
phone,37,10/7/2014 10:27,M,Central,5,51,0.03,5,,
fiber,35,10/7/2014 10:27,F,North,2,72,0.01,7,,
4G,29,10/7/2014 10:27,M,Central,0,48,0.01,5,,
4G,69,10/7/2014 10:27,F,Central,0,50,0.00,8,,
landline,33,10/7/2014 10:27,F,Central,1,66,0.00,8,,
fiber,48,10/8/2014 10:27,M,South,0,33,0.01,7,,
landline,65,10/8/2014 10:27,F,Central,0,88,0.01,8,,
4G,30,10/8/2014 10:27,M,Central,0,57,0.00,6,,
4G,47,10/8/2014 10:27,M,Central,0,83,0.00,4,,
phone,20,10/9/2014 10:27,F,Central,1,105,0.02,7,,
phone,45,10/9/2014 10:27,F,South,1,82,0.00,5,,
landline,21,10/9/2014 10:27,F,Central,1,86,0.00,4,,
landline,32,10/10/2014 10:27,M,North,2,53,0.01,5,,
fiber,23,10/10/2014 10:27,M,Central,2,78,0.01,4,,
fiber,29,10/10/2014 10:27,F,Central,0,37,0.01,7,,
phone,67,10/10/2014 10:27,F,North,0,96,0.00,9,,
phone,71,10/11/2014 10:27,F,North,8,31,0.04,6,,
4G,46,10/11/2014 10:27,F,Central,2,83,0.03,3,,
phone,30,10/11/2014 10:27,F,South,9,87,0.02,4,,
landline,39,10/11/2014 10:27,M,North,10,85,0.01,4,,
landline,28,10/11/2014 10:27,F,South,5,56,0.01,3,,
landline,76,10/11/2014 10:27,F,Central,6,73,0.01,3,,
4G,64,10/11/2014 10:27,M,South,0,57,0.00,3,,
phone,30,10/11/2014 10:27,F,South,0,48,0.00,5,,
landline,76,10/11/2014 10:27,F,North,0,69,0.00,4,,
4G,45,10/12/2014 10:27,M,South,4,62,0.05,8,,
4G,63,10/12/2014 10:27,M,Central,0,114,0.01,2,,
phone,38,10/12/2014 10:27,M,South,3,95,0.01,6,,
landline,33,10/12/2014 10:27,F,Central,0,115,0.00,4,,
fiber,76,10/12/2014 10:27,F,North,0,73,0.00,5,,
4G,48,10/12/2014 10:27,F,Central,0,108,0.00,5,,
fiber,22,10/13/2014 10:27,F,South,10,76,0.04,5,,
4G,66,10/13/2014 10:27,M,South,1,56,0.01,5,,
fiber,18,10/13/2014 10:27,M,South,1,83,0.01,5,,
phone,66,10/13/2014 10:27,F,North,1,66,0.00,7,,
landline,67,10/13/2014 10:27,F,Central,0,79,0.00,3,,
phone,27,10/14/2014 10:27,F,South,1,79,0.84,2,,
landline,64,10/14/2014 10:27,M,North,0,51,0.76,2,,
phone,34,10/14/2014 10:27,F,Central,0,77,0.00,4,,
4G,25,10/15/2014 10:27,F,Central,3,70,0.06,8,,
fiber,68,10/15/2014 10:27,F,Central,1,80,0.01,9,,
phone,43,10/15/2014 10:27,M,North,2,70,0.01,4,,
fiber,47,10/15/2014 10:27,F,South,0,64,0.01,7,,
phone,33,10/15/2014 10:27,F,South,0,36,0.00,6,,
fiber,34,10/16/2014 10:27,M,North,2,44,0.02,8,,
phone,47,10/16/2014 10:27,M,Central,0,63,0.01,9,,
landline,76,10/16/2014 10:27,M,North,9,98,0.01,3,,
phone,19,10/16/2014 10:27,M,Central,0,39,0.00,6,,
landline,51,10/16/2014 10:27,F,Central,0,102,0.00,9,,
landline,25,10/16/2014 10:27,F,South,0,56,0.00,4,,
phone,78,10/16/2014 10:27,M,Central,0,101,0.00,8,,
phone,33,10/17/2014 10:27,M,South,2,30,0.02,8,,
landline,51,10/17/2014 10:27,M,Central,6,108,0.01,7,,
fiber,20,10/18/2014 10:27,M,North,1,90,0.04,4,,
4G,46,10/18/2014 10:27,M,South,7,72,0.02,7,,
4G,25,10/18/2014 10:27,M,Central,1,97,0.01,3,,
landline,19,10/18/2014 10:27,F,Central,4,98,0.00,9,,
phone,52,10/18/2014 10:27,F,North,0,49,0.00,8,,
4G,74,10/19/2014 10:27,F,South,4,62,0.04,6,,
4G,80,10/19/2014 10:27,M,Central,0,82,0.01,3,,
4G,77,10/19/2014 10:27,F,North,0,65,0.00,6,,
fiber,39,10/20/2014 10:27,F,South,10,108,0.03,4,,
phone,67,10/20/2014 10:27,F,Central,1,98,0.02,4,,
fiber,75,10/20/2014 10:27,M,Central,3,58,0.02,4,,
phone,39,10/20/2014 10:27,M,Central,3,106,0.01,8,,
landline,34,10/20/2014 10:27,F,Central,2,55,0.00,7,,
phone,64,10/20/2014 10:27,M,North,0,35,0.00,3,,
4G,54,10/20/2014 10:27,M,Central,0,78,0.00,8,,
4G,44,10/21/2014 10:27,M,South,3,41,0.02,8,,
phone,68,10/21/2014 10:27,F,North,2,46,0.01,10,,
4G,72,10/21/2014 10:27,F,Central,0,65,0.00,4,,
phone,68,10/21/2014 10:27,F,North,0,97,0.00,5,,
phone,43,10/22/2014 10:27,M,North,8,32,0.30,3,,
fiber,22,10/22/2014 10:27,F,Central,1,33,0.02,7,,
fiber,60,10/22/2014 10:27,M,South,1,35,0.02,7,,
phone,52,10/22/2014 10:27,F,Central,9,97,0.02,8,,
fiber,37,10/22/2014 10:27,F,North,0,38,0.01,8,,
phone,80,10/22/2014 10:27,F,Central,0,69,0.20,3,,
4G,18,10/23/2014 10:27,F,North,2,70,0.04,5,,
landline,69,10/23/2014 10:27,M,North,4,84,0.02,4,,
fiber,39,10/23/2014 10:27,F,North,3,81,0.01,6,,
4G,55,10/23/2014 10:27,M,South,2,53,0.20,3,,
phone,30,10/23/2014 10:27,F,South,2,54,0.01,7,,
phone,40,10/23/2014 10:27,F,South,0,41,0.00,8,,
fiber,63,10/23/2014 10:27,F,Central,0,97,0.00,4,,
landline,56,10/23/2014 10:27,F,South,0,89,0.00,3,,
phone,35,10/24/2014 10:27,M,Central,1,57,0.03,4,,
phone,19,10/24/2014 10:27,M,North,7,76,0.02,4,,
fiber,50,10/24/2014 10:27,M,Central,0,53,0.01,5,,
4G,36,10/24/2014 10:27,F,Central,0,98,0.00,6,,
4G,18,10/24/2014 10:27,F,North,0,110,0.00,7,,
phone,36,10/25/2014 10:27,M,Central,0,90,0.01,7,,
phone,68,10/25/2014 10:27,M,Central,5,102,0.01,5,,
phone,65,10/26/2014 11:27,M,Central,3,70,0.06,6,,
phone,52,10/26/2014 11:27,M,South,1,58,0.02,4,,
4G,51,10/26/2014 11:27,F,Central,0,75,0.01,8,,
phone,76,10/26/2014 11:27,F,Central,3,103,0.01,4,,
fiber,50,10/27/2014 11:27,M,North,1,47,0.01,5,,
fiber,74,10/27/2014 11:27,M,North,1,58,0.01,5,,
landline,53,10/27/2014 11:27,M,Central,2,81,0.00,4,,
phone,63,10/27/2014 11:27,M,Central,1,96,0.00,4,,
4G,50,10/27/2014 11:27,M,Central,0,74,0.00,6,,
phone,73,10/27/2014 11:27,F,Central,0,63,0.00,5,,
fiber,34,10/28/2014 11:27,M,Central,7,66,0.04,5,,
4G,36,10/28/2014 11:27,F,Central,8,97,0.02,5,,
phone,78,10/28/2014 11:27,F,Central,0,48,0.01,4,,
fiber,63,10/28/2014 11:27,M,South,0,35,0.01,6,,
landline,72,10/28/2014 11:27,F,Central,3,76,0.00,9,,
4G,74,10/28/2014 11:27,F,South,0,61,0.00,6,,
4G,25,10/29/2014 11:27,F,Central,0,61,0.00,7,,
phone,70,10/30/2014 11:27,F,North,3,54,0.04,6,,
phone,57,10/30/2014 11:27,F,South,3,31,0.03,3,,
4G,64,10/30/2014 11:27,F,Central,1,66,0.02,9,,
phone,46,10/30/2014 11:27,M,South,1,54,0.01,5,,
phone,41,10/30/2014 11:27,F,Central,0,35,0.00,4,,
fiber,19,10/31/2014 11:27,M,Central,0,79,0.00,6,,
phone,56,10/31/2014 11:27,M,South,0,49,0.00,6,,
fiber,77,11/1/2014 11:27,M,Central,6,61,0.03,3,,
4G,24,11/1/2014 11:27,M,Central,3,37,0.02,7,,
phone,77,11/1/2014 11:27,F,North,5,39,0.02,10,,
phone,62,11/1/2014 11:27,F,South,6,52,0.02,5,,
4G,35,11/1/2014 11:27,M,South,3,99,0.01,5,,
phone,69,11/1/2014 11:27,M,North,2,77,0.80,2,,
fiber,40,11/2/2014 10:27,M,Central,4,35,0.04,9,,
phone,55,11/2/2014 10:27,F,North,8,53,0.02,4,,
phone,65,11/2/2014 10:27,F,Central,2,76,0.02,5,,
phone,56,11/2/2014 10:27,F,South,1,42,0.01,8,,
4G,37,11/2/2014 10:27,F,Central,1,88,0.01,7,,
landline,59,11/2/2014 10:27,M,South,1,32,0.00,3,,
landline,50,11/2/2014 10:27,F,Central,1,39,0.00,3,,
landline,42,11/2/2014 10:27,M,South,1,92,0.00,3,,
landline,59,11/2/2014 10:27,F,South,0,109,0.00,8,,
4G,79,11/3/2014 10:27,F,Central,2,79,0.01,7,,
phone,50,11/3/2014 10:27,M,North,0,34,0.00,5,,
4G,79,11/3/2014 10:27,M,Central,0,75,0.00,3,,
phone,60,11/3/2014 10:27,F,Central,0,88,0.00,6,,
phone,79,11/3/2014 10:27,F,Central,0,101,0.00,9,,
landline,28,11/4/2014 10:27,F,Central,10,69,0.40,2,,
phone,51,11/4/2014 10:27,F,South,1,112,0.02,9,,
landline,44,11/4/2014 10:27,F,Central,4,46,0.01,6,,
phone,43,11/4/2014 10:27,M,North,1,37,0.01,7,,
phone,58,11/4/2014 10:27,F,Central,0,39,0.00,8,,
phone,68,11/4/2014 10:27,M,South,1,82,0.00,3,,
phone,38,11/4/2014 10:27,F,South,0,103,0.00,7,,
4G,75,11/5/2014 10:27,F,North,0,50,0.02,4,,
fiber,31,11/5/2014 10:27,F,South,1,34,0.02,7,,
phone,42,11/5/2014 10:27,F,Central,0,48,0.01,4,,
phone,36,11/5/2014 10:27,M,South,1,45,0.01,5,,
fiber,38,11/5/2014 10:27,M,Central,0,39,0.01,8,,
landline,49,11/5/2014 10:27,M,South,3,38,0.01,7,,
phone,36,11/5/2014 10:27,M,Central,1,87,0.00,7,,
landline,57,11/5/2014 10:27,F,South,1,100,0.00,4,,
landline,66,11/5/2014 10:27,F,North,0,85,0.00,9,,
fiber,69,11/6/2014 10:27,M,North,2,44,0.04,3,,
fiber,60,11/6/2014 10:27,M,Central,3,58,0.04,6,,
fiber,68,11/6/2014 10:27,F,North,2,66,0.01,7,,
phone,66,11/6/2014 10:27,M,North,1,116,0.01,4,,
4G,57,11/6/2014 10:27,M,North,0,39,0.01,8,,
4G,57,11/6/2014 10:27,F,North,1,68,0.01,6,,
phone,67,11/6/2014 10:27,M,Central,0,58,0.01,7,,
4G,64,11/6/2014 10:27,F,Central,0,45,0.01,8,,
phone,65,11/6/2014 10:27,M,North,0,88,0.00,4,,
landline,48,11/6/2014 10:27,F,Central,0,83,0.00,5,,
phone,64,11/6/2014 10:27,M,South,0,94,0.80,2,,
4G,46,11/7/2014 10:27,F,South,4,61,0.02,4,,
landline,48,11/7/2014 10:27,M,South,2,32,0.70,2,,
phone,18,11/7/2014 10:27,F,North,0,33,0.01,8,,
fiber,35,11/7/2014 10:27,M,North,1,94,0.01,3,,
4G,73,11/7/2014 10:27,M,Central,0,110,0.00,8,,
phone,74,11/9/2014 10:27,F,North,0,72,0.00,5,,
phone,59,11/9/2014 10:27,F,North,0,81,0.00,5,,
phone,76,11/10/2014 10:27,F,Central,9,52,0.03,4,,
4G,48,11/10/2014 10:27,M,Central,0,80,0.01,8,,
landline,74,11/10/2014 10:27,F,Central,0,116,0.00,4,,
phone,39,11/11/2014 10:27,F,Central,5,108,0.03,7,,
phone,60,11/11/2014 10:27,M,Central,1,91,0.02,5,,
4G,74,11/11/2014 10:27,F,North,1,85,0.01,7,,
landline,73,11/11/2014 10:27,F,North,5,36,0.01,5,,
landline,38,11/11/2014 10:27,M,Central,2,37,0.01,4,,
phone,33,11/11/2014 10:27,M,Central,1,51,0.01,5,,
4G,76,11/12/2014 10:27,F,North,8,63,0.11,8,,
4G,44,11/12/2014 10:27,F,Central,0,83,0.01,6,,
phone,60,11/12/2014 10:27,M,Central,0,77,0.10,3,,
landline,27,11/12/2014 10:27,M,Central,0,101,0.00,3,,
fiber,61,11/13/2014 10:27,F,Central,0,94,0.03,10,,
4G,51,11/13/2014 10:27,M,South,7,90,0.02,7,,
fiber,21,11/13/2014 10:27,M,South,4,102,0.01,4,,
4G,61,11/13/2014 10:27,F,Central,0,56,0.00,3,,
phone,30,11/13/2014 10:27,F,North,0,63,0.00,7,,
phone,49,11/13/2014 10:27,F,Central,0,65,0.00,8,,
phone,54,11/14/2014 10:27,F,Central,7,110,0.05,4,,
4G,68,11/14/2014 10:27,M,South,0,85,0.50,3,,
phone,61,11/14/2014 10:27,M,South,4,67,0.01,5,,
4G,28,11/14/2014 10:27,F,Central,0,58,0.00,9,,
landline,23,11/14/2014 10:27,F,South,0,38,0.00,6,,
4G,75,11/14/2014 10:27,M,Central,0,98,0.00,4,,
phone,52,11/15/2014 10:27,M,Central,1,59,0.40,3,,
4G,27,11/15/2014 10:27,M,South,0,41,0.30,3,,
4G,42,11/15/2014 10:27,F,North,0,70,0.00,6,,
phone,72,11/16/2014 10:27,F,North,7,51,0.02,7,,
4G,45,11/16/2014 10:27,M,North,4,55,0.20,2,,
phone,45,11/16/2014 10:27,F,Central,1,77,0.01,7,,
phone,58,11/16/2014 10:27,M,Central,0,46,0.01,7,,
4G,45,11/16/2014 10:27,F,Central,0,44,0.01,8,,
phone,58,11/16/2014 10:27,F,North,0,32,0.00,6,,
phone,75,11/16/2014 10:27,M,Central,1,105,0.00,7,,
phone,26,11/16/2014 10:27,F,Central,0,104,0.00,7,,
phone,56,11/17/2014 10:27,M,Central,0,56,0.01,3,,
phone,55,11/17/2014 10:27,M,North,4,79,0.01,3,,
fiber,36,11/17/2014 10:27,M,South,0,103,0.00,6,,
landline,63,11/17/2014 10:27,F,Central,1,81,0.00,5,,
landline,45,11/18/2014 10:27,M,North,9,48,0.01,8,,
4G,71,11/18/2014 10:27,F,Central,1,43,0.01,7,,
phone,48,11/19/2014 10:27,F,North,2,73,0.02,6,,
4G,50,11/19/2014 10:27,M,Central,2,78,0.80,2,,
landline,27,11/19/2014 10:27,F,North,5,89,0.01,5,,
phone,67,11/20/2014 10:27,M,North,8,106,0.01,7,,
phone,52,11/20/2014 10:27,F,North,0,54,0.00,5,,
4G,45,11/21/2014 10:27,M,Central,7,54,0.03,3,,
fiber,33,11/21/2014 10:27,M,North,1,54,0.01,6,,
fiber,43,11/21/2014 10:27,M,North,0,105,0.01,4,,
4G,59,11/21/2014 10:27,F,Central,1,77,0.01,7,,
4G,73,11/21/2014 10:27,F,North,0,43,0.01,6,,
phone,36,11/21/2014 10:27,F,South,0,35,0.00,4,,
4G,28,11/21/2014 10:27,M,Central,0,75,0.00,5,,
4G,52,11/21/2014 10:27,M,Central,0,92,0.00,7,,
fiber,62,11/22/2014 10:27,F,Central,4,42,0.03,4,,
fiber,72,11/22/2014 10:27,M,North,0,97,0.01,5,,
4G,30,11/22/2014 10:27,F,Central,0,48,0.00,7,,
phone,59,11/22/2014 10:27,F,Central,0,72,0.00,6,,
4G,59,11/23/2014 10:27,F,Central,2,83,0.04,7,,
phone,24,11/23/2014 10:27,M,Central,1,47,0.70,2,,
phone,76,11/23/2014 10:27,F,Central,0,63,0.01,3,,
fiber,29,11/24/2014 10:27,M,North,7,44,0.05,7,,
4G,56,11/24/2014 10:27,M,Central,6,107,0.01,7,,
phone,65,11/24/2014 10:27,F,South,2,53,0.01,3,,
phone,25,11/24/2014 10:27,M,North,0,119,0.01,5,,
4G,45,11/24/2014 10:27,M,South,0,63,0.00,6,,
4G,45,11/25/2014 10:27,M,North,0,36,0.01,8,,
4G,31,11/25/2014 10:27,F,North,1,84,0.01,5,,
phone,32,11/25/2014 10:27,M,North,0,56,0.01,7,,
phone,22,11/25/2014 10:27,F,Central,0,66,0.00,5,,
phone,72,11/26/2014 10:27,F,North,1,51,0.01,7,,
4G,24,11/26/2014 10:27,M,North,3,101,0.01,6,,
4G,31,11/26/2014 10:27,F,South,0,102,0.00,5,,
phone,74,11/27/2014 10:27,M,Central,5,43,0.80,2,,
4G,65,11/27/2014 10:27,M,Central,4,69,0.01,8,,
fiber,46,11/27/2014 10:27,M,South,1,43,0.01,2,,
landline,48,11/27/2014 10:27,M,North,0,35,0.00,4,,
landline,18,11/27/2014 10:27,M,North,0,96,0.00,6,,
4G,49,11/28/2014 10:27,M,Central,4,74,0.01,8,,
phone,55,11/28/2014 10:27,F,Central,1,66,0.01,8,,
fiber,67,11/28/2014 10:27,M,Central,0,120,0.01,7,,
4G,64,11/28/2014 10:27,M,Central,1,78,0.01,5,,
phone,32,11/28/2014 10:27,M,North,2,110,0.00,7,,
phone,54,11/28/2014 10:27,M,South,1,91,0.00,3,,
landline,62,11/28/2014 10:27,M,Central,0,38,0.00,3,,
phone,59,11/28/2014 10:27,F,North,0,62,0.00,5,,
4G,62,11/29/2014 10:27,M,North,8,85,0.16,5,,
landline,44,11/29/2014 10:27,M,Central,2,39,0.01,7,,
landline,59,11/29/2014 10:27,F,Central,1,45,0.00,8,,
phone,39,11/29/2014 10:27,F,North,0,108,0.00,9,,
4G,76,11/30/2014 10:27,F,Central,8,108,0.02,5,,
landline,46,11/30/2014 10:27,F,South,6,47,0.01,6,,
4G,30,11/30/2014 10:27,F,South,0,49,0.00,7,,
fiber,36,11/30/2014 10:27,F,Central,0,65,0.00,4,,
4G,79,11/30/2014 10:27,M,South,0,66,0.70,2,,
landline,33,11/30/2014 10:27,F,Central,0,94,0.00,7,,
fiber,42,12/1/2014 10:27,F,Central,1,99,0.01,5,,
phone,46,12/1/2014 10:27,F,North,0,42,0.00,9,,
phone,70,12/1/2014 10:27,M,South,0,72,0.00,2,,
landline,64,12/1/2014 10:27,M,Central,0,108,0.00,6,,
phone,23,12/2/2014 10:27,M,North,1,60,0.00,7,,
4G,73,12/3/2014 10:27,M,South,1,52,0.04,7,,
phone,65,12/3/2014 10:27,F,South,5,52,0.02,2,,
4G,23,12/3/2014 10:27,M,Central,2,86,0.01,5,,
phone,63,12/3/2014 10:27,M,Central,1,56,0.01,3,,
fiber,57,12/3/2014 10:27,F,South,1,101,0.01,4,,
phone,61,12/4/2014 10:27,F,North,7,51,0.02,6,,
landline,71,12/4/2014 10:27,F,Central,1,76,0.01,4,,
phone,64,12/4/2014 10:27,M,Central,2,44,0.01,4,,
landline,50,12/4/2014 10:27,F,North,9,99,0.01,9,,
phone,44,12/5/2014 10:27,F,Central,7,116,0.04,5,,
phone,50,12/5/2014 10:27,F,Central,1,40,0.01,5,,
4G,60,12/5/2014 10:27,M,Central,0,106,0.01,6,,
landline,47,12/5/2014 10:27,F,Central,2,64,0.00,7,,
4G,70,12/5/2014 10:27,M,Central,0,73,0.00,3,,
